cvegeo,avg_schooling_years,pct_homes_internet,pct_homes_car,pct_homes_computer,avg_occupants_per_home
2111400012584,9.44,47.55,24.72,27.05,4.17
2111400012601,10.37,64.20,43.20,42.26,3.78
2111400012620,13.51,86.33,46.22,75.00,2.85
2111400012635,13.99,87.81,70.59,75.63,2.94
211140001264A,12.39,76.28,53.23,60.39,3.41
2111400012654,12.34,75.20,52.93,61.08,3.69
2111400012669,11.62,70.15,55.02,52.55,3.72
2111400012673,10.09,46.09,44.53,34.18,3.85
2111400012688,9.46,34.97,31.88,22.39,3.87
2111400012705,10.62,68.24,45.16,41.44,3.52
2111400012762,9.32,44.03,33.33,26.67,4.52
2111400012777,8.92,39.21,31.07,22.56,3.92
2111400012781,9.27,44.78,33.10,27.96,3.9
2111400012809,9.98,54.43,46.00,39.86,3.67
2111400012828,12.49,80.17,60.62,67.87,3.56
2111400012832,9.1,39.01,30.43,24.72,4.08
2111400012847,9.61,45.13,40.51,32.82,3.98
2111400012851,9.65,49.20,38.18,32.66,3.82
2111400012866,9.45,39.04,28.34,35.29,4.25
2111400012870,10.07,53.04,39.78,39.62,3.84
2111400012885,14.07,96.81,100.00,97.87,3.52
211140001289A,14.89,93.21,91.88,87.98,3.21
2111400012902,13.02,76.57,62.74,69.10,3.15
2111400012917,11.99,72.47,46.86,58.55,3.46
2111400013008,0.00,,,,0.00
2111400013050,14.04,86.81,72.56,79.81,2.89
2111400013065,12.45,78.93,71.47,66.13,3.46
2111400013084,14.01,89.71,81.87,84.95,3.23
2111400013099,14.8,95.28,92.20,88.50,3.1
2111400013101,11.55,72.41,55.17,41.38,4.02
2111400013116,11.3,67.64,52.12,54.79,3.56
2111400013120,10.07,46.59,39.61,33.44,3.59
2111400013135,9.83,39.29,52.86,37.86,3.99
211140001314A,9,34.62,35.80,24.26,4.12
2111400013154,9.29,41.00,41.00,24.25,3.96
2111400013192,9.69,37.17,37.17,26.18,3.68
211140001321A,13.98,85.70,74.65,74.21,2.83
2111400013224,8.4,31.69,32.79,20.22,4.37
2111400013296,11.44,66.10,47.63,53.01,3.55
2111400013309,10.82,61.93,40.16,42.42,3.99
2111400013313,10.14,51.48,32.14,39.41,3.96
2111400013328,10.18,58.77,36.54,38.34,3.84
2111400013332,11.01,64.95,43.98,47.96,3.72
2111400013347,12.85,80.60,65.95,68.23,3.28
2111400013351,10.59,62.28,43.62,46.05,3.86
2111400013366,11.72,65.47,53.23,55.43,3.75
2111400013370,11.23,59.78,37.99,46.76,3.43
2111400013385,11.29,67.18,42.27,54.64,3.6
211140001339A,11.84,71.57,46.08,54.90,3.33
2111400013402,13.29,83.38,71.26,72.81,3.31
2111400013417,10.35,78.33,33.11,36.00,3.79
2111400013421,10.19,72.70,38.61,37.44,4.06
2111400013436,12.78,81.07,61.42,62.57,3.21
2111400013440,13.09,77.57,63.23,61.41,3.2
2111400013455,11.47,67.68,47.57,52.19,3.46
211140001346A,11.62,68.87,47.93,54.27,3.33
2111400013474,11.56,68.42,48.07,57.62,3.5
2111400013489,12.99,75.52,56.21,65.37,3.12
2111400013493,11.33,60.10,32.35,43.71,3.28
2111400013506,11.73,85.08,44.76,57.40,3.4
2111400013510,10.58,53.10,28.78,35.53,3.54
2111400013525,11.59,60.25,34.82,46.68,3.23
211140001353A,11.24,64.10,38.61,49.32,3.65
2111400013544,11.13,64.57,36.32,47.89,3.53
2111400013559,13.95,84.04,74.70,72.93,3.15
2111400013563,13.61,87.22,78.11,75.83,3.05
2111400013578,11.9,59.60,37.70,49.77,2.95
2111400013582,10.83,56.49,28.91,42.46,3.4
2111400013597,11.52,66.94,55.15,53.99,3.34
211140001360A,11.72,71.19,48.06,58.23,3.52
2111400013614,10.9,54.87,25.44,44.69,2.96
2111400013629,12.65,71.36,34.52,62.69,2.66
2111400013633,13.34,81.49,68.72,68.94,3.5
2111400013648,12.19,73.56,55.81,58.11,3.31
2111400013652,13.62,83.47,62.88,72.77,2.69
2111400013667,11.12,62.82,45.29,46.82,3.62
2111400013671,10.24,59.58,37.80,40.10,3.92
2111400013686,10.35,66.84,36.62,37.28,3.88
2111400013690,12.17,73.46,56.84,62.73,3.08
2111400013703,12.4,77.74,58.43,62.43,3.3
2111400013718,12.4,73.22,41.10,61.33,3.11
2111400013722,12.6,77.91,35.73,61.82,2.95
2111400013737,13.74,78.32,44.48,69.73,2.74
2111400013741,13.67,77.57,40.93,68.14,2.71
2111400013756,14.35,84.64,58.26,71.79,2.71
2111400013760,13.62,78.77,38.03,72.51,2.57
2111400013775,12.89,70.89,46.93,60.73,2.97
211140001378A,12.7,71.03,40.59,62.34,3.1
2111400013794,14.82,92.26,76.54,84.05,2.77
2111400013807,14.94,88.52,78.15,82.46,2.66
2111400013811,11.66,68.26,49.05,58.13,3.51
2111400013826,11.83,73.12,46.97,55.08,3.44
2111400013830,10.46,53.65,26.45,38.20,3.65
2111400013845,11.7,58.41,35.88,46.28,2.92
211140001385A,12.44,73.29,58.04,59.24,3.27
2111400013864,13.18,78.77,61.41,67.75,2.93
2111400013879,12.7,75.81,54.79,67.54,2.99
2111400013883,11.55,70.80,49.59,54.44,3.59
2111400013898,12.91,89.21,58.68,67.62,3.27
2111400013900,12.19,71.88,53.91,58.85,3.15
2111400013915,11.84,70.83,48.09,58.51,3.37
211140001392A,11.21,67.98,52.98,54.29,3.38
2111400013934,11.34,70.73,59.91,57.40,3.43
2111400013949,14.66,94.59,93.16,90.07,2.92
2111400013953,10.45,55.56,35.98,41.10,3.78
2111400013968,9.89,55.69,35.09,36.13,4.13
2111400013972,13.17,82.36,66.62,67.64,3.27
2111400013987,11.14,68.21,45.77,51.15,3.62
2111400013991,14.64,93.93,91.70,87.45,3
2111400014006,14.91,93.24,89.69,84.77,2.91
2111400014010,14.78,88.56,83.51,83.91,2.84
2111400014025,9.82,53.25,36.15,35.50,3.92
211140001403A,8.57,61.46,37.66,39.42,4.06
2111400014044,10.06,57.23,43.78,37.15,4.13
2111400014059,11.38,75.75,30.82,49.59,3.18
2111400014063,11.11,66.23,27.18,45.57,3.31
2111400014078,12.25,85.78,50.98,54.17,3.13
2111400014082,11.57,73.11,41.51,52.22,3.23
2111400014097,10.19,60.73,40.00,40.88,4.31
211140001410A,10.99,70.80,22.71,44.57,3.58
2111400014114,11.21,67.18,23.29,52.47,3.57
2111400014129,11,70.87,25.83,46.31,3.65
2111400014133,11.55,68.21,41.86,52.83,3.48
2111400014148,10.87,63.74,21.90,48.26,3.39
2111400014152,11.25,68.25,26.58,48.85,3.54
2111400014167,10.95,64.33,27.99,49.39,3.62
2111400014171,11.22,70.24,28.75,48.41,3.54
2111400014186,10.54,60.00,44.50,43.24,3.69
2111400014190,13.19,81.48,69.71,71.19,3.29
2111400014203,13.33,79.00,61.95,68.34,3.25
2111400014218,11.79,72.35,54.26,58.09,3.74
2111400014222,13.88,83.21,52.71,71.76,2.59
2111400014237,13.99,84.48,67.40,71.00,3.09
2111400014241,11.92,67.93,45.73,55.60,3.35
2111400014256,11.08,60.45,33.73,47.61,3.32
2111400014260,10.02,43.85,38.73,29.80,3.84
2111400014275,10.59,47.56,39.42,40.87,3.76
211140001428A,11.32,79.08,51.40,53.80,3.49
2111400014294,10.91,72.66,50.27,54.12,3.64
2111400014307,10.81,63.32,33.65,48.01,3.98
2111400014311,9.8,57.49,33.87,38.29,4.07
2111400014326,9.8,59.52,30.83,41.20,4.38
2111400014330,11.43,69.00,50.85,54.00,3.4
2111400014345,8.97,45.30,30.09,26.18,4.12
211140001435A,8.91,39.54,23.31,23.53,4.13
2111400014364,8.53,39.44,21.88,16.53,3.92
2111400014379,9.72,64.14,32.40,32.93,4.35
2111400014383,9.2,45.15,34.43,29.54,4.28
2111400014400,9.42,49.11,33.81,29.84,4.11
2111400014415,9.67,54.62,36.79,32.21,4.03
211140001442A,10.31,55.50,40.29,40.14,3.98
2111400014434,9.28,51.49,34.76,31.47,4.21
2111400014449,8.99,50.00,33.33,30.56,4.3
2111400014453,9.84,56.00,37.33,36.91,4.23
2111400014468,10.46,58.06,38.70,40.66,3.91
2111400014472,11.44,68.75,35.03,51.50,3.39
2111400014491,9.52,52.25,36.52,35.00,4.18
2111400014504,9.42,50.06,36.18,31.08,4.13
2111400014519,9.5,55.87,34.11,34.60,3.79
2111400014523,9.49,50.45,31.81,24.48,3.8
2111400014538,9.54,52.67,33.05,30.23,4.02
2111400014542,9.71,55.82,32.67,30.82,4.04
2111400014557,10.88,60.89,45.97,45.16,3.75
2111400014561,11.8,68.70,36.82,60.21,3.38
2111400014576,14.51,88.95,83.31,80.55,3
2111400014580,13.36,81.82,69.74,73.32,3.18
2111400014608,10.61,64.20,44.05,47.57,4.04
2111400014612,14.44,93.07,86.26,85.78,3.12
2111400014627,13.62,89.07,79.56,77.44,3
2111400014631,13.12,84.68,57.87,60.85,2.97
2111400014646,13.14,78.24,47.06,65.29,2.94
2111400014650,10.94,62.48,36.62,41.59,3.69
211140001467A,11.21,70.64,49.61,50.86,4.05
2111400014684,11.12,67.05,52.89,52.15,3.78
2111400014716,10.99,68.41,56.49,51.26,3.87
2111400014720,11.24,58.84,42.25,44.58,3.33
211140001474A,12.43,72.84,41.50,61.68,3.07
2111400014754,10.84,67.10,26.96,49.57,3.51
2111400014769,13.2,76.35,52.71,66.01,3.22
2111400014773,13.03,79.40,72.36,68.22,3.37
2111400014788,10.97,62.23,44.55,50.50,3.72
2111400014792,10.2,57.86,31.70,41.24,3.98
2111400014805,10.94,66.23,51.01,46.81,3.62
211140001481A,12.18,74.87,51.81,57.19,3.4
2111400014824,12.26,87.20,51.21,59.03,3.22
2111400014839,10.76,61.27,48.14,48.89,3.77
2111400014843,8.98,41.20,25.29,24.01,4.13
2111400014862,8.16,31.16,24.91,16.46,4.57
2111400014881,8.29,34.34,24.91,17.44,4.3
2111400014896,8.8,48.07,37.87,26.08,4.31
2111400014909,10.47,63.20,42.68,41.04,3.67
2111400014928,9.97,52.84,32.87,27.04,4.05
2111400014932,9.06,43.40,28.30,25.25,3.91
2111400014947,9.2,42.08,33.63,25.18,4.03
2111400014951,9.5,46.86,30.49,28.51,3.93
2111400014966,9.11,42.30,26.37,25.85,3.95
2111400014970,10.5,53.42,45.34,39.40,3.64
211140001499A,9.84,55.18,32.12,28.07,3.95
2111400015004,10.92,56.19,32.18,40.10,3.5
2111400015019,10.84,79.06,40.15,48.57,3.75
2111400015023,11.61,67.81,41.81,54.81,3.32
2111400015038,12.97,81.64,57.21,70.16,3.14
2111400015042,8.37,39.37,27.60,18.40,4.24
2111400015061,7.37,26.09,22.17,12.14,4.16
2111400015080,8.44,40.00,26.40,24.80,4.3
2111400015095,10.04,56.84,44.77,39.41,4.31
2111400015150,11.35,66.42,36.50,63.50,3.93
2111400015165,12.67,83.31,56.94,71.14,3.47
211140001517A,14.7,91.64,81.27,83.11,2.84
2111400015184,10.77,50.56,27.47,38.96,3.3
2111400015199,11.18,59.60,32.89,44.49,3.34
2111400015201,9.83,47.19,34.33,32.75,3.84
2111400015216,10.42,64.29,38.92,50.00,3.59
2111400015220,11.66,60.80,52.99,51.68,3.4
2111400015235,11.53,72.56,54.53,48.76,3.71
211140001524A,12.5,80.73,62.79,67.56,3.19
2111400015254,14.83,92.91,88.65,83.69,2.81
2111400015269,12.01,76.85,54.89,76.61,4.04
2111400015273,13,77.57,61.03,63.38,3.34
2111400015305,11.64,68.38,53.64,57.55,3.64
211140001531A,13.72,87.30,78.99,78.18,3.11
2111400015324,12.85,83.41,57.56,67.97,3.53
2111400015339,12.39,77.28,55.26,61.71,3.72
2111400015343,12.04,67.08,42.92,55.73,3.43
2111400015358,13.34,80.99,62.47,65.93,3.04
2111400015362,11.01,60.12,41.31,40.72,3.55
2111400015381,10.73,63.51,43.72,46.92,4
2111400015396,11.14,63.65,26.19,48.46,3.34
2111400015409,13.59,80.43,64.49,74.16,3.01
2111400015413,11.88,70.44,48.57,57.55,3.43
2111400015428,11.15,65.10,50.46,49.04,3.8
2111400015432,11.65,68.89,36.90,52.41,3.25
2111400015447,11.14,58.84,41.16,43.41,3.64
2111400015451,8.87,41.05,30.27,22.46,4.26
2111400015466,7.7,30.28,21.73,13.17,4.53
2111400015470,11.41,68.82,52.87,54.17,3.83
2111400015485,11.41,69.42,58.05,49.04,3.91
211140001549A,10.7,46.94,30.61,45.92,3.89
2111400015502,10.72,46.34,36.31,37.67,3.54
2111400015517,9.17,24.49,34.69,14.29,3.57
2111400015521,10,,,0.00,4
2111400015536,12.64,78.58,60.48,62.31,3.1
2111400015540,10.27,51.16,46.51,36.05,4.07
2111400015555,8.95,46.15,35.31,24.48,4.13
211140001556A,8.47,36.18,26.93,15.54,4.34
2111400015574,9.21,46.35,32.57,28.92,4.17
2111400015589,12.06,64.26,50.61,56.60,3.23
2111400015593,10.95,55.93,30.51,41.40,3.23
2111400015606,9.47,59.69,39.14,36.20,4.42
2111400015610,9.67,53.62,42.03,23.19,4.03
2111400015625,9.24,39.17,42.50,25.00,4
2111400015663,9.24,47.37,30.12,25.73,4.13
2111400015678,11.65,66.67,35.34,52.80,3.22
2111400015682,8.41,36.71,25.57,19.86,4.06
2111400015697,8.54,28.23,27.02,12.50,4.09
211140001570A,8.61,20.81,21.27,12.67,3.93
2111400015714,12.21,73.91,60.87,56.52,3.76
2111400015729,10.49,62.50,43.75,45.42,3.55
2111400015733,10.67,65.44,51.10,45.59,3.88
2111400015748,9.19,48.80,32.67,29.66,3.99
2111400015752,9.26,47.72,30.75,25.97,4.01
2111400015767,8.99,46.12,28.93,24.11,4.31
2111400015771,9.52,46.03,34.89,31.90,3.98
2111400015786,8.58,45.79,30.82,26.24,4.25
2111400015790,9.8,47.06,30.15,36.76,4.03
2111400015803,10.9,60.85,32.96,38.54,3.35
2111400015818,11.37,67.58,45.32,52.87,3.53
2111400015822,11.47,67.80,51.11,53.13,3.54
2111400015837,11.55,70.18,48.30,55.92,3.95
2111400015841,11.63,72.35,52.19,56.22,3.87
2111400015856,10.11,59.47,39.20,34.30,3.96
2111400015860,9.73,52.44,41.26,35.53,4.11
2111400015875,11.21,72.42,39.94,50.68,3.77
211140001588A,10.13,60.64,35.69,40.96,4.01
2111400015894,10.23,53.53,33.18,38.02,3.73
2111400015907,9.52,52.00,37.11,31.27,4.22
2111400015911,10.33,53.71,53.71,41.41,3.72
2111400015926,10.57,57.97,47.81,50.35,3.6
2111400015930,12.89,75.13,61.03,62.10,3.14
2111400015945,10.66,56.07,35.78,39.81,3.5
2111400015983,13.07,81.94,65.38,71.13,3.16
2111400015998,12.81,77.26,61.92,66.75,3.25
2111400016002,8.58,40.20,28.67,21.16,4.21
2111400016017,9.09,49.31,28.86,31.17,4.1
2111400016021,13.02,80.31,54.85,68.35,3.1
2111400016040,11.87,65.69,47.93,54.17,3.46
2111400016055,8.94,48.55,33.53,26.45,4.13
211140001606A,8.31,37.90,27.99,13.99,4.29
2111400016074,8.49,31.19,22.09,13.58,4.04
2111400016089,8.96,43.11,25.58,26.12,4.29
2111400016093,8.79,30.22,21.34,21.82,4.05
2111400016106,9.55,53.76,38.23,35.06,4.29
2111400016110,9.11,44.14,34.83,28.05,4.38
2111400016125,9.26,54.36,37.15,29.11,4.17
211140001613A,9.47,52.34,34.42,34.01,4
2111400016144,11.75,70.61,56.44,59.48,3.56
2111400016159,7.81,38.46,31.49,18.75,4.61
2111400016163,8.91,44.27,35.46,26.21,4.54
2111400016178,8.67,42.86,57.14,,5.86
2111400016182,8.53,45.73,22.53,22.53,4.32
2111400016197,9.62,46.50,35.56,31.61,3.66
211140001620A,9.16,38.54,42.71,33.33,3.96
2111400016214,9.44,58.82,35.29,23.53,3.65
2111400016252,10.4,50.82,55.74,34.43,4.03
2111400016267,10.73,56.16,41.31,41.25,3.43
2111400016271,11.14,55.45,39.06,42.41,3.33
2111400016286,12.51,81.28,60.02,69.50,3.55
2111400016290,13.5,84.08,68.00,76.64,3.24
2111400016303,13.01,75.43,61.80,67.40,2.92
2111400016318,12.97,83.18,60.75,69.35,3.3
2111400016322,8.62,44.44,27.45,16.34,4.07
2111400016337,13.01,75.11,57.02,65.85,3.02
2111400016341,14.74,98.68,100.00,94.74,3.33
2111400016356,13.19,77.93,55.61,67.84,2.96
2111400016360,11.98,61.54,69.23,30.77,3.85
2111400016375,8.51,32.39,34.15,20.42,4.16
211140001638A,8.6,32.00,18.40,18.80,4.21
2111400016394,8.27,36.11,29.17,19.44,4.24
2111400016407,10.59,54.73,32.42,34.50,3.46
2111400016411,11.01,58.63,34.95,44.43,3.22
2111400016445,6.88,12.00,24.00,,4.44
211140001645A,12.74,73.21,56.09,62.82,3.15
2111400016464,11,60.77,41.31,46.66,3.66
2111400016479,14.84,95.14,93.18,88.24,3.16
2111400016483,10.82,58.15,50.14,48.60,3.39
2111400016498,14.49,84.66,86.24,80.69,3.29
2111400016500,11.31,62.70,40.73,44.91,3.58
2111400016515,12.79,67.66,53.73,64.18,3.34
211140001652A,8.66,6.67,13.33,13.33,4.07
2111400016534,8.21,15.33,26.09,15.10,3.99
2111400016549,8.36,26.05,31.89,15.57,4.27
2111400016587,8.42,17.86,17.86,10.71,4.29
2111400016591,15.32,100.00,100.00,95.45,3.09
2111400016604,9.58,42.42,59.09,24.24,4.17
2111400016619,9.93,49.87,29.18,33.39,3.61
2111400016623,7.93,16.04,17.08,7.69,3.86
2111400016638,8.18,34.55,23.64,23.64,4.15
2111400016642,8.36,21.73,31.75,15.88,4.32
2111400016661,11.91,62.38,43.04,48.53,3.13
2111400016676,9.14,33.33,25.00,25.00,4.17
2111400016680,9.05,54.63,21.88,35.76,3.34
2111400016746,10.1,63.29,43.22,41.95,3.58
2111400016750,7.53,,,,3.63
2111400016765,9.26,49.07,35.82,31.47,4.25
211140001677A,10.3,56.35,42.29,40.82,4
2111400016784,10.95,64.81,48.41,47.42,3.92
2111400016799,9.86,57.85,34.87,34.00,4.24
2111401335108,6.29,5.28,18.91,6.95,4.08
2111401335112,5.94,5.62,15.24,5.04,4.18
2111401901016,7.13,16.39,27.45,10.32,4.34
2111401906568,7.26,16.35,21.15,10.58,4.08
2111401906657,7.25,,24.00,16.00,4.32
2111401943258,9.25,44.86,32.22,27.25,4.13
211140194563A,8.41,42.36,40.89,27.09,4.45
2111401946572,8.61,33.82,23.53,26.47,4.66
2111401963239,9.02,40.15,28.24,26.55,4.45
2111402110944,7.15,25.33,18.25,12.49,4.21
2111402110959,6.58,17.38,20.02,10.18,4.22
2111402115644,6.71,16.28,13.95,9.30,4.05
2111402116229,6.69,,18.52,,5.22
2111402183169,,,,,
2111402183173,8.28,33.33,40.44,20.77,4.67
2111402183188,8.94,35.90,37.12,22.71,4.27
2111402186233,8.6,43.26,37.18,22.67,4.53
2111402186248,9.35,47.11,38.10,29.37,4.11
2111402215127,7.8,16.73,25.88,11.44,4.3
2111402215131,7.88,17.56,25.37,12.31,4.05
2111402325659,9.48,52.35,43.71,29.00,4.03
2111403260018,6.62,7.08,14.69,5.21,4.55
2111403596426,9.07,49.63,29.93,27.68,4.51
2111403596430,9.86,48.16,36.50,34.99,4.13
2111403596695,8.47,27.88,24.24,17.58,4.47
2111404780037,8.1,34.95,24.80,15.44,4.12
2111404886712,11.44,53.39,36.73,45.13,3.12
2111404886727,10.67,47.52,32.06,37.02,3.11
2111404886731,12.43,80.00,48.57,54.29,3.31
2111405000041,14.92,89.92,83.72,86.05,2.88
2111405000075,15.3,84.34,93.98,79.52,3.07
2111405000094,14.04,77.82,73.59,71.13,2.7
211140500015A,14.88,76.16,72.67,76.16,2.41
2111405000164,14.29,80.85,69.06,78.57,2.77
2111500010119,7.8,31.69,29.82,19.19,4.32
2111500010123,7.85,27.79,31.47,17.86,4.4
2111500010138,6.93,18.57,22.89,10.80,4.17
2111500010265,5.15,4.23,26.76,0.00,4.37
2111500030301,7.16,11.72,28.78,9.35,4.31
211150006027A,5.76,7.15,46.67,5.37,4.11
2111500090142,6.45,13.32,33.24,5.90,4.31
2111500090157,6.18,11.85,32.48,6.33,4.27
2111500090161,6.8,13.87,36.54,7.67,4.36
2111500090176,6.3,7.84,39.05,4.41,3.78
2111500090195,6.38,16.90,46.69,7.67,4.06
2111500090246,6.96,11.45,47.33,9.16,4.27
2111500090284,5.65,7.76,42.24,12.07,3.75
2111500090299,6.59,0.00,66.67,0.00,3.73
2111500150212,6.3,8.52,18.75,6.68,5.05
2111500150227,6.27,11.16,19.97,7.70,4.78
2111500180231,6.43,17.45,40.66,8.58,3.91
2111500190015,7.32,8.58,36.30,8.25,4.87
211150019002A,6.57,4.30,34.38,5.47,4.63
2111600010046,8.42,29.29,46.21,22.22,4.47
2111700010062,9.27,61.35,30.96,31.88,4.25
2111700010077,7.87,35.89,25.42,15.89,4.44
2111700010081,10.17,48.47,36.22,33.42,3.98
2111700010096,9.43,45.79,30.74,29.34,4.19
2111700010151,8.25,,,,3.71
2111700010185,,,,,
2111700030132,7.42,20.89,24.56,10.64,4.39
2111700030147,7.37,28.50,17.88,9.61,4.5
2111700030170,7.86,40.00,30.00,,5.3
2111800010036,7.31,21.75,45.49,11.30,4.71
2111800010040,6.85,18.33,46.33,8.67,4.97
2111800010055,6.71,13.98,35.83,5.91,4.88
211180001006A,7.89,38.97,50.74,17.65,4.53
2111800010074,8.1,38.72,44.16,17.90,4.15
2111800010089,7.05,38.01,34.39,9.83,4.39
2111800010093,8.22,41.18,59.22,16.86,4.47
2111800010106,6.95,15.45,48.58,7.93,4.44
2111800010110,6.74,13.33,57.78,,4.89
2111800010182,7.26,35.85,43.40,9.43,4.48
2111800010197,0.00,,,,0.00
211180001020A,7.55,38.54,54.17,16.67,4.8
2111800010214,6.55,44.44,55.56,,6.11
2111800010229,8.5,61.54,38.46,23.08,4.69
2111800010233,8.28,,41.67,,4.58
2111800020159,7.82,22.92,43.40,11.81,4.95
2111800020163,7.81,32.10,41.19,11.08,4.59
2111800020178,7.72,26.33,35.95,9.62,4.53
2111800070252,7.36,31.88,48.77,11.99,4.61
2111900010052,9.99,46.27,44.19,37.34,4.23
2111900010086,9.6,42.79,52.78,31.33,4.22
2111900010090,14.32,93.80,72.29,89.58,2.4
2111900010156,13.04,81.57,66.24,71.51,2.97
2111900010160,11.65,69.21,65.16,60.62,3.54
2111900010194,10.85,62.41,49.57,50.19,3.71
2111900010207,10.75,60.48,43.55,46.31,3.73
2111900010211,9.49,44.59,44.43,29.78,4.09
2111900010226,8.64,32.67,41.29,20.49,4.35
2111900010230,9.6,42.35,44.86,33.54,3.84
2111900010264,10.72,54.78,57.35,41.54,3.78
2111900010279,13.59,88.23,78.09,82.58,3.08
2111900010283,11.14,59.32,54.24,50.85,3.81
2111900010334,9.34,35.90,41.88,22.22,4.44
2111900010387,14.48,89.88,73.81,82.02,2.64
2111900010404,15.08,97.05,96.07,92.46,3.06
2111900010461,12.16,55.00,70.00,60.00,4.1
2111900010512,12.84,67.36,66.77,62.02,3.35
2111900090033,8.22,31.23,47.96,20.63,4.97
2111900090137,8.04,31.06,44.72,15.53,4.75
2111900130029,8.77,38.92,40.21,23.61,4.69
2111900130141,8.64,48.30,39.04,28.40,4.24
2111900130298,14.02,90.35,82.18,82.43,2.97
2111900130300,11.22,61.78,55.56,54.67,3.72
2111900130315,12.98,87.50,87.50,75.00,3.38
211190013032A,8.35,27.27,35.01,16.83,4.42
2111900130349,9.37,44.33,38.27,29.92,4.19
2111900130353,9.14,47.89,37.82,27.56,4.31
2111900130368,12.31,75.78,61.47,65.79,3.21
2111900130372,12.47,77.91,71.00,68.17,3.42
2111900130419,13.89,86.00,73.50,78.56,2.98
2111900130423,13.26,84.03,66.16,72.83,3.18
2111900130438,12.21,73.91,52.74,55.84,3.41
2111900130442,13.81,88.23,68.68,78.65,2.81
2111900130457,12.97,80.45,68.81,69.03,3.42
2111900130476,12.01,61.42,69.54,60.41,3.73
2111900130480,14.62,95.98,89.48,90.19,3.28
2111900130495,15.02,98.45,98.18,93.68,3.29
2111900130508,15.18,98.21,97.49,92.71,3.16
2111900130527,11.99,68.12,73.19,62.50,3.72
2111900130531,15.16,99.21,98.41,96.83,3.18
2111900130546,15.17,98.58,96.55,93.10,2.93
2111900130550,15.09,98.73,97.45,93.27,3.11
2111900130565,14.66,41.61,40.62,39.80,3.34
211190013057A,14.35,92.62,88.72,86.14,3.15
2111900130584,12.8,77.15,59.57,69.14,3.01
2111900130599,12.88,83.01,63.81,71.27,3.04
2111900130601,15.34,47.61,47.40,44.70,3.16
2111900130616,10.97,66.25,42.38,45.45,3.4
2111900130620,13.82,88.17,73.21,82.91,2.72
2111900130635,12.87,84.59,65.88,75.80,2.99
2112000010034,5.73,2.72,9.86,2.38,4.49
2112100010031,7.11,21.43,35.12,7.14,3.54
2112200010039,8.3,35.94,28.12,14.06,3.94
2112200010043,8.49,48.94,38.26,18.87,4.33
2112200010058,8.74,48.18,35.25,20.45,4.08
2112200010062,7.67,17.86,53.57,,4.11
2112200030077,8.77,28.32,39.80,22.19,4.14
2112200030081,8.19,22.93,36.62,13.69,4.37
2112300010021,5.77,7.77,2.91,,3.58
2112400010014,8.08,36.66,27.40,21.56,4.26
2112400010029,7.81,34.79,25.20,19.89,4.01
2112400010052,7.68,28.19,13.56,11.17,4.09
2112400010067,7.31,33.02,21.59,13.97,4.09
2112400010071,6.98,16.67,22.46,9.42,3.99
2112400010086,8.22,57.14,57.14,,5.14
2112400010090,,,,,
2112400010103,0.00,,,,0.00
2112400010118,6.96,13.59,10.68,5.83,3.85
2112500010011,8.13,28.21,34.40,15.82,4.78
2112500010030,7.85,26.67,32.67,20.00,4.97
2112500020045,11.28,72.50,75.88,54.92,3.11
2112600010057,8.38,15.09,27.92,13.58,4.28
2112600010061,8.56,22.22,33.33,11.94,3.92
211270001004A,9.27,19.01,39.67,22.31,2.66
2112700010054,8.54,23.44,28.12,17.97,3.03
2112700010069,8.2,29.59,26.53,18.37,3.48
2112700010088,7.74,23.08,23.08,,3.23
2112700010092,7.04,23.33,16.67,10.00,3.43
2112800010085,7.19,31.18,20.43,9.68,4.43
211280001009A,8.4,35.88,33.53,13.53,3.94
2112800010102,7.51,22.41,27.16,17.24,4.07
2112800010117,8.27,26.49,39.74,13.91,3.91
2112800010121,8.26,35.40,31.39,17.88,4.16
2112800010136,8.39,27.17,30.98,14.67,4.23
2112800010140,8.15,23.03,32.02,20.22,3.58
2112800010155,7.62,20.65,26.81,10.51,3.98
2112900010063,6.73,21.97,15.61,8.09,4.19
2112900010078,6.15,17.39,15.36,7.83,3.84
2112900010082,6.32,20.25,19.43,11.08,4.1
2112900010097,6.18,21.82,19.54,13.36,4.04
211290001010A,6.88,,,0.00,4.2
2113000010030,7.26,16.30,27.90,10.87,3.73
2113000010045,7.78,21.81,31.21,15.77,3.63
2113100010038,8.36,7.26,45.16,6.45,3.55
2113100010042,8.12,12.16,43.92,8.78,3.6
2113200010020,11.45,62.22,38.87,43.68,3.46
211320001004A,11.3,59.39,38.37,46.52,3.56
2113200010054,10.84,54.87,30.14,44.04,3.37
2113200010177,10.13,46.46,37.43,32.43,3.96
2113200010209,11.77,66.40,55.94,54.12,3.33
2113200010213,11.51,66.45,55.18,52.72,3.44
2113200010247,10.58,61.56,46.40,41.35,3.95
2113200010321,10.5,59.23,37.37,40.24,3.78
2113200010336,10.72,55.55,39.19,36.53,3.52
2113200010340,10.17,52.01,33.58,36.43,3.64
2113200010355,10.12,55.04,32.69,34.61,3.82
211320001036A,9.88,40.85,36.93,30.36,4.16
2113200010374,11.06,52.06,34.42,37.84,3.79
2113200010389,9.85,40.98,34.69,28.60,4.12
2113200010393,9.57,39.74,28.36,23.88,4.23
2113200010406,10.55,52.26,38.90,38.58,3.65
2113200010410,10.28,49.80,40.24,34.23,3.99
2113200010425,10.4,49.94,43.29,35.94,3.82
