cvegeo,avg_schooling_years,pct_homes_internet,pct_homes_car,pct_homes_computer,avg_occupants_per_home
210580001006A,6.43,23.84,21.17,11.19,4.86
2105800010106,7.76,,,0.00,6.8
210580001013A,6.21,16.98,28.30,7.55,4.7
2105800070089,5.25,1.68,20.59,1.68,4.76
2105800070093,4.61,1.55,22.91,2.17,5.19
2105800070110,3.5,0.00,0.00,0.00,4.67
2105800070125,2.4,0.00,0.00,0.00,2.33
2105900010067,7.39,24.71,29.41,17.65,3.65
2105900010071,8.51,35.85,38.36,21.38,3.69
2105900010086,7.44,18.87,28.77,12.26,3.4
2105900010090,,,,,
2106000010015,7.69,33.21,34.10,15.78,4.29
2106000010034,7.03,29.26,27.13,9.04,4.56
2106000010049,7.56,32.24,30.42,10.75,4.23
2106100010031,5.9,2.60,4.49,1.89,4.1
2106200010024,8.17,34.80,26.96,19.61,3.66
2106200010039,8.32,33.33,28.40,20.99,3.69
2106200010043,7.57,25.38,28.46,11.54,3.32
2106300010074,9.34,34.22,33.22,27.57,3.69
2106300010089,8.07,26.07,28.93,16.79,4.18
2106300010093,7.99,35.00,29.00,22.00,4.33
2106300010106,9.74,40.35,44.74,30.70,4.07
2106300010110,8.26,28.10,34.44,19.03,3.79
2106300010125,8.29,24.71,32.85,13.95,4.39
210630001013A,,,,,
2106300010144,7.92,18.64,35.59,15.25,4.51
2106300010159,7.02,10.39,16.88,9.09,3.91
2106300010163,0.00,,,,0.00
2106300010178,7.79,24.14,20.69,9.20,4.59
2106300010182,9.61,28.40,44.44,28.40,4.16
2106300010197,9.82,20.37,46.30,22.22,3.89
210630001020A,8.08,18.18,40.91,18.18,4.18
2106400010067,9.53,23.15,33.23,16.62,3.07
2106400010071,8.78,18.99,32.66,18.73,3.35
2106400010086,9.36,40.00,32.96,19.26,3.34
2106400010090,8.4,42.22,25.56,11.67,3.47
2106400010103,8.64,16.28,34.88,11.63,3.33
2106400010118,7.96,20.00,18.75,7.50,3.68
2106500010064,5.23,,,0.00,5.42
2106500010079,9.5,0.00,,0.00,2.67
2106500010083,7.63,20.25,31.75,15.75,4.48
2106500010098,7.5,16.75,26.42,14.39,4.1
2106500030134,7.31,18.29,34.15,9.51,4.2
2106500030149,6.93,11.75,28.48,7.78,4.22
2106500060100,6.29,13.56,18.08,5.08,4.31
2106500060115,6.37,10.83,20.47,8.90,4.08
2106500070026,6.86,16.82,32.92,8.88,4.49
210650007012A,6.18,7.33,30.77,4.03,4.48
2106500070153,5.25,0.00,33.33,0.00,4.5
2106500070168,7.2,,37.50,0.00,4.75
2106600010042,7.47,12.38,30.29,9.45,3.26
2106600010057,6.85,7.46,32.09,4.48,3.44
2106600010061,6.78,8.29,25.39,3.63,3.32
2106600010076,7.87,,21.43,,4.64
2106600010080,6.44,15.69,27.45,7.84,3.65
2106600010095,5.39,,,0.00,3.67
2106700010092,6.71,10.14,24.15,9.66,4.01
2106700010105,8.3,36.32,35.81,18.67,4.04
210670001011A,7.74,32.76,39.89,15.38,4.22
2106700010124,8.69,34.56,40.67,24.46,3.66
2106700010139,8.06,27.41,38.32,21.18,4.6
2106700010143,8.3,25.98,36.25,20.24,3.71
2106700010158,7.6,18.58,29.72,11.46,3.94
2106700010162,8.19,30.90,38.19,17.49,4.14
2106700010177,7.51,22.53,34.13,11.95,4.36
2106700010181,7.51,18.75,43.75,25.00,4.25
2106800010028,7.26,33.44,12.93,10.09,3.19
2106900010097,7.77,39.62,38.52,18.03,3.92
210690001010A,7.39,33.11,31.80,20.83,3.98
2106900010114,8.47,37.50,37.50,37.50,3
2106900010133,7.39,0.00,,,4.27
2106900010148,6.75,0.00,,0.00,3.67
2106900030025,7.58,25.34,32.26,14.37,3.74
2106900250129,6.88,34.80,31.93,10.30,4.15
2107000010045,6.26,34.21,21.05,0.00,3.18
210700001005A,5.91,5.05,14.14,5.05,3.42
2107000010064,8.43,24.47,23.40,17.02,3.23
2107000010079,,,,,
2107000010083,0.00,,,,0.00
2107100010019,10.55,51.94,38.14,39.22,3.48
2107100010023,11.52,59.89,42.17,51.10,3.28
2107100010038,10.8,47.26,30.14,37.35,3.45
2107100010042,11.17,56.71,33.01,48.13,3.3
2107100010108,11.3,55.41,44.46,46.49,3.41
2107100010112,10.18,49.43,44.56,37.25,3.7
2107100010127,10.36,36.53,32.73,34.13,3.58
2107100010131,10.2,37.48,32.31,31.83,3.68
2107100010165,8.49,27.43,24.47,18.99,3.79
210710001017A,8.75,23.89,34.03,21.67,3.59
2107100010184,11.21,51.63,54.35,47.55,3.52
2107100010199,11.64,55.32,56.60,54.89,3.67
2107100010201,11.26,38.60,54.39,43.86,3.4
2107100010216,8.32,16.22,20.21,14.89,3.92
2107100010220,8.3,18.69,17.33,13.78,4.18
2107100010235,12.67,79.64,68.15,64.52,3.15
210710001024A,11.96,66.78,61.59,55.71,3.11
2107100010254,11.27,53.70,49.11,45.28,3.53
2107100010269,9.48,23.11,28.00,22.52,3.65
2107100010273,9.78,34.87,22.73,28.53,3.58
2107100010288,8.95,28.59,25.44,22.05,3.94
210710001031A,12.34,69.47,63.37,57.76,3.23
2107100010324,12.99,63.30,59.57,60.11,3.36
2107100010339,10.18,35.84,36.99,33.53,3.99
2107100010343,8.86,23.36,23.08,26.78,3.72
2107100010358,8.48,15.02,21.60,15.96,3.85
2107100010362,7.74,12.66,18.35,9.18,4.05
2107100010377,12.44,76.36,71.32,62.02,3.26
2107100010381,11.71,50.00,83.33,50.00,4.17
2107100010447,8.34,18.34,16.96,15.92,4
2107100010451,7.5,50.00,,,4.88
2107100010466,13.46,75.48,59.77,65.90,3.23
2107100010470,12.92,72.78,75.56,69.44,3.59
2107100010485,8.27,18.52,22.22,22.22,4.56
210710001049A,7.63,,16.67,16.67,4.17
2107100010502,8.36,0.00,0.00,0.00,4
2107100010517,7.77,16.47,14.12,12.94,4.21
2107100010521,8.22,9.09,12.73,0.00,3.96
2107100010536,9.39,23.08,38.46,38.46,4.15
2107100080409,7.43,9.51,19.75,7.53,3.84
2107100090413,7.48,27.08,15.72,18.23,3.95
2107100270292,7.99,18.59,21.29,11.34,3.77
2107100270305,7.85,15.24,26.29,12.38,3.77
2107100270396,,,,,
2107100380540,6.38,31.05,5.30,1.25,4.13
2107200010035,9.33,21.31,20.74,30.11,3.94
2107200010069,7.85,19.05,15.87,15.87,3.76
2107200010073,8.02,17.29,14.29,17.29,4
2107200010088,10.13,30.43,17.39,34.78,3.65
2107300010070,7.93,23.06,19.54,17.43,3.71
2107300010085,8.1,30.11,25.26,17.05,3.81
210730001009A,8.26,32.32,22.93,18.23,3.74
2107300010121,9.88,,30.00,,3.8
2107300110102,6.65,10.21,21.11,4.64,4.06
2107400010044,10.57,45.55,41.94,38.22,4.03
2107400010059,10.38,54.11,38.11,35.89,4.09
2107400010063,9.9,47.11,40.82,30.36,4.48
210740001010A,9.93,42.35,34.82,28.70,4.78
2107400010114,9.41,41.84,33.84,22.36,4.67
2107400010129,9.65,48.13,33.96,28.73,3.87
2107400010133,10.8,55.35,43.60,38.38,3.71
2107400010148,9.33,55.68,38.64,26.70,4.44
2107400010152,10.29,48.13,45.11,30.60,4.2
2107400010256,10.36,50.00,30.00,,5.1
2107400010275,9.44,39.23,44.62,26.92,4.5
2107400010294,7.72,24.49,32.65,16.33,4.14
2107400020186,6.91,31.72,52.10,6.96,4.75
2107400040307,9.76,36.16,40.77,27.53,4.29
2107400130241,7.79,21.49,32.30,9.65,4.89
210740024003A,8.31,19.49,38.99,11.25,4.15
2107400290025,9.44,42.39,34.62,23.06,4.44
2107400290167,9.48,48.05,41.23,24.35,4.59
2107400290171,0.00,,,,0.00
2107400290190,9.91,43.39,37.28,26.59,4.49
2107400290203,9.76,33.96,36.71,20.18,4.49
2107400290237,8.85,31.03,32.76,6.90,4.29
2107400290260,9.03,44.44,33.33,,5.33
210740029028A,,,,,
2107400950311,11.31,48.61,39.17,38.33,3.01
2107400950326,11.27,48.51,42.57,40.59,3.29
2107400950330,11.7,60.11,38.98,41.89,2.96
2107400950345,11.07,71.14,34.83,36.98,3.14
210740095035A,12.21,61.08,53.35,52.32,3
2107400950364,12.58,77.36,64.15,68.87,3.15
2107400950379,11.86,44.74,35.14,47.15,2.74
2107400950383,11.29,54.14,32.43,39.86,3.06
2107401150398,9.81,48.09,25.05,20.51,3.2
2107401150400,9.66,52.89,23.65,29.80,3.22
2107401150415,9.75,41.31,25.36,23.65,3.13
2107500010041,7.4,1.24,4.15,1.24,4.08
2107500010056,8.19,7.97,8.74,8.10,3.94
2107500010060,8.97,14.38,12.47,17.56,3.78
2107600010068,8.79,32.81,27.85,25.58,3.5
2107600010087,7.25,13.75,17.10,10.04,3.57
2107700010031,6.41,26.00,7.80,7.40,3.87
2107800010024,5.65,35.37,4.70,3.28,4.16
210780005001A,5.02,18.05,0.90,0.75,4.54
2107900010036,8.34,13.23,29.47,10.67,3.43
2107900010040,8.32,20.51,29.37,10.13,3.62
2108000010022,6.32,4.38,3.35,8.51,3.84
2108100010091,6.53,6.76,23.65,8.11,3.45
2108100010104,7.53,6.73,27.88,6.73,3.29
2108100010119,6.88,8.16,11.22,,4.22
2108100010123,7.24,,20.00,11.11,3.82
2108200010031,10.17,35.38,35.75,30.91,3.73
2108200010046,8.98,28.38,24.46,21.33,3.53
2108200010050,9.9,36.00,37.43,31.71,3.39
2108200010065,13.69,66.67,65.15,53.03,3.08
2108300010077,10.43,28.43,38.24,25.49,3.83
2108400010036,6.61,20.82,8.55,10.41,4
2108500010014,10.39,53.67,30.57,36.14,3.45
2108500010029,11.6,62.85,35.36,49.17,3.11
2108500010052,9.76,48.57,31.75,35.45,3.75
2108500010211,9.03,41.13,25.53,27.12,3.94
2108500010226,9.51,46.35,34.55,33.22,3.92
2108500010230,10.64,42.28,45.37,37.29,3.54
2108500010245,9.32,36.65,29.81,30.43,4.3
210850001025A,9.7,42.97,40.88,30.84,4.16
2108500010264,8.41,34.50,31.25,22.50,4.23
2108500010279,9.04,41.45,36.84,31.58,3.76
2108500010298,7.96,16.75,34.03,9.42,4.26
2108500010300,9.08,30.71,39.64,25.71,4.36
2108500010349,10.4,47.73,41.82,45.91,3.58
2108500010353,10.77,45.42,45.42,42.37,3.62
2108500010419,13.25,76.00,65.00,53.00,3.43
2108500010423,8.95,40.73,31.85,23.75,3.66
2108500010438,10.76,60.59,40.59,43.95,3.65
2108500010442,8.58,41.70,22.04,27.62,3.91
2108500010457,8.86,44.60,27.50,33.01,3.9
2108500010508,13.35,63.75,48.75,66.25,3.03
2108500010512,6.08,15.00,15.00,,4.43
2108500010584,8.23,36.94,27.90,19.84,4.08
2108500010599,9.14,25.45,34.95,24.85,3.52
2108500010601,6.89,0.00,36.84,0.00,3.95
2108500010616,12.22,43.48,56.52,47.83,3.04
2108500010620,8.67,,33.33,,3.25
2108500080122,9.05,43.25,37.25,28.14,3.57
2108500080334,8.94,39.24,24.05,26.58,3.91
2108500080527,8.75,26.67,40.00,,3.4
2108500150033,6.25,6.50,18.27,4.95,4.2
2108500150118,6.65,7.59,19.11,4.19,3.78
2108500160372,7.17,15.62,19.38,11.88,3.83
2108500160391,8.81,35.02,38.25,27.19,3.73
2108500160461,8.51,42.76,35.96,26.54,3.66
2108500160476,8.53,41.11,39.13,24.11,3.89
2108500220550,8.19,31.65,26.74,19.10,3.73
2108500280368,7.83,26.45,27.27,17.36,3.93
2108500280480,8.42,32.01,34.59,20.87,3.89
2108500280495,8.62,41.21,34.49,27.33,3.9
2108500330565,8.02,39.35,28.52,20.49,3.73
210850033057A,4.1,,,0.00,2.5
210860001005A,6.47,39.13,8.70,5.43,3.21
2108700010095,6.55,7.38,11.50,6.94,3.95
2108700010108,6.31,4.78,12.68,4.41,3.82
2108700010112,6.32,3.94,22.83,6.30,4.43
2108700010127,6.83,5.08,16.95,5.08,4.95
2108700010131,5.33,0.00,0.00,0.00,3.48
2108700010146,5.65,7.49,11.24,1.44,3.95
2108700010150,6.36,8.97,18.21,8.71,4.05
2108700010165,,,,,
210880001004A,7.69,12.30,12.62,9.39,3.09
2108900010051,5.47,6.07,6.48,5.67,3.78
2108900010066,4.41,,,,3.76
2108900010070,5.07,5.08,0.00,,4.73
2108900040085,7.15,8.38,5.87,8.10,3.83
210890004009A,7.01,6.80,6.80,10.66,3.76
2109000010118,9.5,43.74,40.56,33.20,4.45
2109000010122,9.01,51.84,40.41,28.16,4.31
2109000010156,8.76,,30.00,30.00,4.5
2109000050048,8.54,24.00,39.00,15.00,4.3
2109000050067,10.69,59.79,44.23,42.93,3.7
2109000050071,11.64,60.45,53.66,54.46,3.24
2109000050137,8.92,30.18,37.78,19.30,4.15
2109000050141,8.56,32.77,37.19,17.35,4.37
2109000050160,8.21,20.00,40.91,11.82,4.65
210910001005A,9.97,40.65,40.65,36.26,3.62
2109100010064,9.8,48.09,35.99,34.87,3.52
2109100010079,10.15,54.11,44.69,40.48,3.26
2109100010083,10.44,61.06,44.76,37.94,3.33
2109100010098,8.95,71.43,71.43,42.86,3.86
2109100010100,10.81,62.50,50.00,37.50,4.25
2109100010115,9.86,41.67,43.75,43.75,3.44
210910001012A,8.78,40.43,31.91,27.66,3.62
2109200010076,5.62,14.23,23.97,5.62,3.65
2109200010080,5.76,12.50,14.45,4.30,3.33
2109300010054,7.28,10.68,34.19,7.26,3.55
2109400010085,9.56,35.66,35.28,25.09,4.1
210940001009A,8.93,28.27,38.29,18.90,4.24
2109400010102,8.72,34.23,35.38,17.69,4.02
2109400010117,9.22,60.34,43.10,24.14,3.81
2109400010121,9.41,35.73,39.06,25.48,3.93
2109400010136,10.54,47.34,46.19,36.12,3.82
2109400010140,9.73,38.31,36.94,30.45,4.01
2109400010155,9.38,47.36,36.30,22.36,4.09
210940001016A,10.3,59.52,39.56,28.75,3.94
2109400010174,8.85,12.20,36.59,12.20,3.83
2109400010189,9.69,40.00,55.00,40.00,4.4
2109400010193,11.18,50.88,56.14,38.60,4.04
2109400010206,10.66,35.29,41.18,17.65,3.29
2109400010210,9.29,,42.86,,5.86
2109400010225,9.58,50.00,75.00,50.00,3.92
2109500010025,8.89,17.26,42.26,6.55,3.85
2109600010037,8.34,46.50,30.86,9.05,4.19
2109600010041,9.79,26.71,37.89,22.98,3.57
2109700010049,9.4,36.75,44.44,25.64,4.03
2109700010053,9.54,29.82,38.60,22.81,4.42
2109700010068,9.53,44.74,51.32,24.34,4.77
2109700010072,9.32,32.97,46.15,26.37,3.93
2109700010087,0.00,,,,0.00
2109800010031,9.02,33.72,38.57,21.25,3.66
2109800010050,8.32,38.78,38.78,12.24,3.33
2109800010065,8.25,0.00,,0.00,3
2109900010128,6.97,15.34,35.58,9.61,3.92
2109900010132,7,21.97,36.72,21.31,3.83
2109900010147,7.38,24.56,34.04,15.09,3.92
2109900010151,6.17,0.00,,0.00,1.88
2109900130081,6.28,10.66,25.85,9.07,4.06
2109900130096,6.17,12.95,26.34,12.50,4.04
2109900130109,6.15,9.83,28.32,6.94,4.18
2109900130113,5.41,5.33,18.03,4.51,3.96
2110000010027,7.42,12.50,18.06,6.25,3.94
2110000010031,7.32,6.29,17.14,2.29,4.37
2110000010046,6.63,8.96,,0.00,4.06
2110100010039,6.96,7.64,7.64,5.10,3.17
2110100010043,8.06,15.64,20.11,12.85,3.49
2110200010036,8.38,33.54,44.30,15.82,4.17
2110200010040,7.93,19.12,36.76,10.29,4.74
2110200010055,7.86,26.63,34.57,14.08,4.21
211020001006A,7.75,52.78,39.27,14.64,4.51
2110200010074,7.45,38.68,37.44,13.79,4.65
2110200010089,8.28,30.00,48.89,14.44,4.83
2110200010093,8.74,28.57,35.71,21.43,4.21
2110200010106,7.42,42.50,38.75,13.75,4.43
2110300010090,7.54,31.75,38.89,11.90,3.69
2110300010103,6.6,25.83,33.33,2.50,3.93
2110300010118,6.93,,0.00,0.00,4.2
2110300030071,6.4,24.22,20.44,9.33,4.44
2110300030086,7.6,28.82,26.89,14.94,4.46
2110400010115,9.06,45.83,37.50,16.67,4.1
211040001012A,9.83,34.09,22.73,22.73,4.23
2110400010134,8.48,30.59,29.41,10.59,4.53
2110400010149,7.34,24.14,27.59,10.34,3.93
2110400010153,9.05,42.95,28.85,22.01,4.3
2110400010168,9.73,48.48,31.52,24.55,4.33
2110400010187,8.19,35.80,25.68,16.79,4.54
2110400010191,8.88,39.07,31.79,21.85,4.42
2110400010204,8.76,44.44,33.33,0.00,5
2110400010219,10.16,,23.53,29.41,3.82
2110400010223,6.83,28.57,19.05,,4.48
2110400110172,6.07,32.02,20.92,2.34,4.98
2110400190083,7.71,31.73,24.09,6.48,4.48
2110400190098,7.18,8.67,23.99,5.58,4.71
2110400190100,6.65,8.92,20.37,6.18,4.68
2110500010038,8.68,26.60,40.43,26.60,3.66
2110500010042,7.96,29.19,31.35,19.46,3.7
2110600010069,7.76,23.76,31.95,12.55,4.42
2110600010073,7.57,22.18,27.11,9.86,4.65
2110600010124,7.02,9.20,13.79,,4.17
2110600010158,7.8,12.12,24.24,12.12,4.7
2110600030139,6.02,17.43,23.98,6.18,4.65
2110600030143,5.63,15.81,26.07,5.34,4.63
2110600030162,5.81,,30.43,0.00,4.39
2110600060088,7.7,17.61,32.22,8.59,4.38
2110600080105,8.65,37.41,41.80,17.55,4.06
211060008011A,8.34,43.73,38.24,22.89,4.38
2110600420016,14.89,97.45,96.94,92.35,3.21
2110600420035,14.3,92.42,93.18,90.91,3
2110600420177,13.46,82.76,86.55,80.69,3.4
2110600420181,15.02,98.88,98.03,94.94,3.14
2110600420196,15.01,95.52,96.69,90.06,2.95
2110600420209,14.98,91.42,93.73,83.50,2.93
2110600420213,14.97,93.70,94.49,85.83,3.44
2110600420228,14.95,95.06,94.48,90.99,2.98
2110600420232,14.74,94.70,92.72,91.39,3.43
2110600420247,13.64,89.61,88.31,81.82,3.83
2110600420251,13.33,88.41,89.86,88.41,3.54
2110600420266,14.43,93.02,93.02,87.60,3.17
2110600420270,14.91,98.31,97.46,94.07,3.31
2110600420285,15.08,96.65,94.41,91.06,2.8
211060042029A,15.5,100.00,85.71,100.00,2.43
2110600420302,15.39,94.64,98.21,94.64,3.04
2110600420317,13.71,100.00,100.00,50.00,2.5
2110600420321,15.19,97.72,96.35,92.24,3.05
2110600420336,15.18,96.77,96.77,90.32,3.06
2110600420340,15.36,93.67,94.94,91.14,2.96
2110600420355,,,,,
2110700010047,6.96,20.98,12.13,18.03,3.67
2110700010051,5.17,8.22,2.74,6.39,3.62
2110700010066,5.23,,0.00,5.56,3.48
2110800010010,9.31,47.59,27.65,24.12,3.84
211080001003A,9.34,43.93,31.43,26.79,4.31
2110800010044,8.49,35.23,27.05,18.15,4.45
2110800010059,10.12,41.03,35.90,29.23,3.54
2110800010063,9.56,44.34,38.46,30.77,3.81
2110800010078,10.26,48.59,28.25,38.98,3.79
2110800010082,9.83,34.78,33.60,26.48,4.18
2110800010097,8.31,23.29,20.55,11.99,4.36
2110800010148,9.5,41.56,28.57,26.62,4.15
2110800010152,10.45,61.82,38.18,39.09,4.31
2110800010167,8.8,25.29,30.59,20.00,4.22
2110800010171,7.96,22.50,22.50,15.00,4.38
2110800010186,10.72,41.67,41.67,,3.25
2110800010190,7.89,,,0.00,4.33
2110800010203,6.58,,,0.00,4.14
2110800010218,9,31.03,24.14,24.14,4.38
2110900010018,11.58,42.14,38.57,46.43,3.46
2110900010056,8.74,29.61,19.74,15.13,3.61
2110900010060,8.63,9.78,16.76,15.92,3.41
211090001008A,7.57,8.33,12.50,10.42,4.04
2110900010094,7.14,3.26,10.87,8.70,3.61
2110900140075,6.34,3.66,8.12,3.40,4.43
2111000010220,7.56,21.43,26.95,9.09,4.04
2111000010235,8.7,31.85,38.01,22.26,3.97
211100001024A,7.81,47.53,32.21,15.32,4.26
2111000010254,8,26.69,24.54,15.34,4.11
2111000020019,6.19,10.44,23.84,1.69,4.46
2111000040146,7.85,18.68,23.44,12.13,4.07
2111000040305,7.42,15.07,21.92,9.59,3.92
2111000040409,7.62,19.15,15.96,4.26,4.33
2111000040413,8.5,24.07,26.07,16.33,4.03
2111000040428,7.64,10.62,20.38,8.07,4.07
2111000040447,7.47,0.00,33.33,,3.87
211100004049A,7.72,0.00,,0.00,3.57
2111000040502,7.34,9.76,26.83,9.76,4.41
2111000050165,6.67,7.01,21.34,4.88,3.94
211100005017A,6.67,7.98,28.17,5.16,4.21
211100005031A,8.35,,30.00,,4.3
2111000050339,6.73,0.00,,,4.75
2111000050343,6.56,23.53,29.41,,4.12
2111000050358,7.11,8.70,26.09,,4.78
2111000050432,6.75,0.00,,0.00,3.27
2111000050470,6.5,0.00,25.00,0.00,4.08
2111000110517,6.66,9.12,42.46,4.56,4.11
2111000110521,7.03,14.01,38.54,8.92,4.06
2111000110536,6.26,11.33,45.32,12.32,4.14
2111000130362,5.37,14.20,23.30,6.25,4.09
2111000130377,6.15,30.26,17.76,3.29,4.18
2111000130381,7.17,25.74,28.27,8.02,4
2111000130396,5.5,6.43,12.05,2.01,4.33
2111000230127,6.69,,40.00,,4.9
2111000230131,6.06,0.00,,,3.22
2111000230269,5.25,6.02,29.36,4.05,4.4
2111000230273,6.04,7.34,28.11,5.51,4.18
2111000230288,7.39,11.21,36.32,8.52,3.94
2111000230292,6.48,5.11,26.89,3.60,4.38
2111000230485,,,,,
2111100010088,7.21,13.89,11.76,7.84,3.31
2111100190105,8.65,23.74,24.84,14.73,3.37
211110019011A,8.65,28.23,25.12,16.51,3.43
2111200010051,6.78,9.30,20.93,6.98,3.3
2111200010066,7.73,21.18,22.78,10.48,3.45
2111200010070,8.88,27.13,35.63,23.89,3.52
2111200010085,7.63,,23.33,10.00,3.47
211120001009A,8.12,,22.22,,4
2111300010063,9,43.56,44.79,27.61,3.06
2111300010078,7.78,25.21,33.61,14.29,3.53
2111400010126,11.98,69.80,51.15,56.84,3.51
2111400010130,11.55,82.11,39.30,52.84,3.27
2111400010198,11.49,64.86,42.77,50.04,3.41
2111400010338,10.96,68.55,40.16,45.70,3.76
2111400010361,13.69,82.08,68.10,73.66,2.62
2111400010376,12.22,71.38,46.61,55.91,3.12
2111400010380,12.46,74.18,42.45,60.20,3.09
2111400010395,11.39,62.75,32.72,47.45,3.21
2111400010408,11.49,60.26,19.23,49.75,3
2111400010412,10.97,59.25,16.56,49.68,2.76
2111400010431,11.95,64.37,36.50,51.13,3.09
2111400010446,11.5,65.36,42.31,50.59,3.44
2111400010450,10.84,66.57,34.99,44.24,3.64
2111400010499,12.97,74.85,45.29,61.18,2.87
2111400010501,12.72,71.01,28.91,62.81,2.92
2111400010516,11.74,63.38,27.04,48.67,3.06
2111400010520,12.68,74.05,49.19,58.64,3.16
211140001054A,11.05,64.21,36.56,49.12,3.83
2111400010588,13.86,79.30,40.77,72.44,2.73
2111400010624,11.95,70.77,42.17,57.98,3.28
2111400010658,14.26,87.92,70.40,81.09,2.35
2111400010662,14.53,76.71,74.53,68.94,2.37
2111400010677,14.43,79.95,69.55,73.76,2.65
2111400010696,13.45,79.50,64.36,68.14,3.06
2111400010728,13.05,79.18,63.81,69.08,3.25
2111400010732,14.56,88.05,73.99,79.89,2.37
2111400010747,12.94,78.98,57.39,66.02,3.03
2111400010751,11.65,68.94,42.67,53.77,3.34
2111400010766,12,71.13,46.46,54.92,3.42
2111400010785,12.64,76.17,59.60,62.28,3.29
211140001079A,14.54,87.50,77.16,76.62,2.68
2111400010802,14.03,87.47,71.22,78.58,2.88
2111400010817,13.93,83.30,65.73,72.15,2.91
2111400010821,13.67,82.94,67.31,68.86,2.95
2111400010836,11.58,67.30,42.09,53.84,3.65
211140001086A,13.59,80.82,59.70,70.98,2.9
2111400011105,10.1,59.67,40.95,41.98,4.09
2111400011177,14.6,91.69,82.58,82.05,2.71
2111400011389,11.16,58.96,39.97,40.24,3.59
2111400011393,13,79.76,50.18,68.29,2.79
2111400011406,14.58,88.90,82.97,79.68,2.9
2111400011425,14.12,89.42,73.24,78.49,2.95
211140001150A,11.42,63.24,39.62,49.51,3.49
2111400011514,14.38,86.44,77.68,79.14,2.76
2111400011533,9.64,51.43,36.79,35.88,4.28
2111400011548,9.85,54.70,42.33,41.81,3.96
2111400011552,12.46,86.65,71.35,75.44,3.2
2111400011567,12.23,83.26,68.06,70.26,3.29
2111400011571,10.3,56.87,44.52,40.17,3.69
2111400011603,9.74,53.69,32.82,29.87,3.98
2111400011641,10.33,60.52,40.57,38.93,3.96
2111400011675,10,54.04,36.35,38.11,4.01
2111400011711,11.99,68.82,40.63,53.70,3.24
2111400011764,13.1,83.33,76.67,84.44,3.84
2111400011779,13.47,84.95,66.35,75.18,2.95
2111400011798,12.2,74.52,41.51,56.18,3.45
2111400011853,14.79,94.70,90.84,87.23,2.78
2111400011872,13.35,85.74,54.60,67.17,3.01
2111400011904,11.09,68.67,47.56,50.00,3.87
2111400011923,11.27,59.54,25.94,43.64,3.04
2111400011938,9.73,43.34,21.67,27.58,3.41
2111400011942,9.66,55.56,37.47,32.93,3.96
2111400011957,9.31,51.27,37.82,30.30,4.03
2111400011961,9.58,52.02,39.10,32.56,4.06
2111400011976,10.41,62.41,42.55,41.84,3.79
2111400011980,11.03,54.15,21.96,38.87,3.13
2111400011995,10.73,58.37,17.15,41.22,2.99
2111400012029,9.27,28.11,27.22,19.82,3.75
2111400012033,10.82,59.95,41.41,43.17,3.72
2111400012048,10.94,64.49,28.29,41.61,3.56
2111400012052,11.01,70.88,33.45,49.60,3.7
2111400012067,10.95,67.36,33.75,53.06,3.66
2111400012071,11.25,67.51,32.03,53.92,3.73
2111400012086,10.86,66.63,21.93,48.51,3.75
2111400012090,10.68,64.72,33.61,50.52,3.74
2111400012103,11.17,72.86,36.19,53.06,3.7
2111400012118,11.15,69.51,40.85,49.09,3.72
2111400012122,10.97,66.43,29.64,44.29,3.5
2111400012141,10.63,63.14,37.95,44.95,3.82
2111400012156,9.68,42.25,27.97,31.59,3.81
2111400012160,12.61,79.85,57.37,61.79,3.48
2111400012194,11.9,68.06,43.75,50.23,3.41
2111400012207,11.56,71.01,39.79,56.10,3.46
2111400012211,10.33,52.94,35.81,34.53,3.63
2111400012226,10.73,66.42,47.41,52.10,3.69
2111400012230,11.4,77.38,49.23,66.46,3.62
2111400012245,12.32,75.75,49.40,57.49,3.46
211140001225A,10.6,61.90,30.67,44.57,3.47
2111400012264,11.58,68.15,41.08,55.72,3.41
2111400012279,13.7,82.59,68.28,70.60,3.34
2111400012283,13.52,79.03,55.24,65.54,2.89
2111400012298,14.02,83.04,61.46,73.07,2.81
2111400012315,14.43,87.13,78.12,81.62,2.68
211140001232A,14.14,85.02,71.98,75.36,2.81
2111400012334,10.39,58.21,33.71,38.75,3.66
2111400012349,9.53,47.73,28.53,32.44,4.1
2111400012353,10.19,59.56,40.05,44.99,3.8
2111400012368,10.41,70.44,30.39,43.85,3.71
2111400012372,10.45,64.29,23.89,43.03,3.76
2111400012387,10.52,63.04,26.30,41.86,3.62
2111400012404,11.36,66.63,44.91,48.21,3.34
2111400012419,11.44,73.02,43.25,53.31,3.63
2111400012423,11.83,69.06,47.90,55.84,3.22
2111400012438,12.32,77.03,53.09,64.58,3.21
2111400012442,11.46,69.55,49.66,53.18,3.73
2111400012457,14.18,76.43,65.12,69.17,2.8
2111400012461,13.85,84.76,64.26,76.87,2.58
2111400012476,14.81,93.43,88.18,85.71,2.81
2111400012480,14.04,84.71,68.00,70.12,2.44
2111400012495,12.94,75.92,48.16,62.46,2.81
2111400012508,13.58,75.94,62.41,66.92,2.79
2111400012512,14.5,85.50,70.41,76.33,2.57
2111400012546,11.02,63.86,49.05,48.04,3.74
2111400012550,12.24,77.11,63.64,63.79,3.54
2111400012565,10.72,58.23,35.07,42.75,3.57
211140001257A,10.41,65.17,34.06,43.83,3.65
